zip,fips,county,STATE
93725,06019,Fresno County,CA
93730,06019,Fresno County,CA
93724,06019,Fresno County,CA
93714,06019,Fresno County,CA
93715,06019,Fresno County,CA
93791,06019,Fresno County,CA
93606,06019,Fresno County,CA
93642,06019,Fresno County,CA
93605,06019,Fresno County,CA
93242,06019,Fresno County,CA
93611,06019,Fresno County,CA
93626,06019,Fresno County,CA
93705,06019,Fresno County,CA
93722,06019,Fresno County,CA
93720,06019,Fresno County,CA
93729,06019,Fresno County,CA
93755,06019,Fresno County,CA
93776,06019,Fresno County,CA
93716,06019,Fresno County,CA
93764,06019,Fresno County,CA
93649,06019,Fresno County,CA
93621,06019,Fresno County,CA
93667,06019,Fresno County,CA
93675,06019,Fresno County,CA
93657,06019,Fresno County,CA
93727,06019,Fresno County,CA
93702,06019,Fresno County,CA
93641,06019,Fresno County,CA
93712,06019,Fresno County,CA
93779,06019,Fresno County,CA
95951,06021,Glenn County,CA
95913,06021,Glenn County,CA
95939,06021,Glenn County,CA
95988,06021,Glenn County,CA
95943,06021,Glenn County,CA
95920,06021,Glenn County,CA
95970,06021,Glenn County,CA
95963,06021,Glenn County,CA
95540,06023,Humboldt County,CA
95502,06023,Humboldt County,CA
95549,06023,Humboldt County,CA
95551,06023,Humboldt County,CA
95589,06023,Humboldt County,CA
95528,06023,Humboldt County,CA
95519,06023,Humboldt County,CA
95521,06023,Humboldt County,CA
95546,06023,Humboldt County,CA
95536,06023,Humboldt County,CA
95558,06023,Humboldt County,CA
95537,06023,Humboldt County,CA
95565,06023,Humboldt County,CA
95555,06023,Humboldt County,CA
95568,06023,Humboldt County,CA
95503,06023,Humboldt County,CA
95542,06023,Humboldt County,CA
95562,06023,Humboldt County,CA
95518,06023,Humboldt County,CA
95573,06023,Humboldt County,CA
95511,06023,Humboldt County,CA
95556,06023,Humboldt County,CA
95545,06023,Humboldt County,CA
95553,06023,Humboldt County,CA
95570,06023,Humboldt County,CA
95524,06023,Humboldt County,CA
95550,06023,Humboldt County,CA
95587,06023,Humboldt County,CA
95554,06023,Humboldt County,CA
95526,06023,Humboldt County,CA
95559,06023,Humboldt County,CA
95534,06023,Humboldt County,CA
95525,06023,Humboldt County,CA
95547,06023,Humboldt County,CA
95564,06023,Humboldt County,CA
95501,06023,Humboldt County,CA
95560,06023,Humboldt County,CA
95569,06023,Humboldt County,CA
95514,06023,Humboldt County,CA
95563,06023,Humboldt County,CA
95571,06023,Humboldt County,CA
92251,06025,Imperial County,CA
92266,06025,Imperial County,CA
92250,06025,Imperial County,CA
92233,06025,Imperial County,CA
92232,06025,Imperial County,CA
92259,06025,Imperial County,CA
92244,06025,Imperial County,CA
92274,06025,Imperial County,CA
92243,06025,Imperial County,CA
92257,06025,Imperial County,CA
92275,06025,Imperial County,CA
92283,06025,Imperial County,CA
92281,06025,Imperial County,CA
92249,06025,Imperial County,CA
92225,06025,Imperial County,CA
92273,06025,Imperial County,CA
92231,06025,Imperial County,CA
92227,06025,Imperial County,CA
92222,06025,Imperial County,CA
93515,06027,Inyo County,CA
93527,06027,Inyo County,CA
93526,06027,Inyo County,CA
93545,06027,Inyo County,CA
93530,06027,Inyo County,CA
93514,06027,Inyo County,CA
92384,06027,Inyo County,CA
93522,06027,Inyo County,CA
93549,06027,Inyo County,CA
92328,06027,Inyo County,CA
93513,06027,Inyo County,CA
92389,06027,Inyo County,CA
93390,06029,Kern County,CA
93249,06029,Kern County,CA
93516,06029,Kern County,CA
93312,06029,Kern County,CA
93304,06029,Kern County,CA
93305,06029,Kern County,CA
93504,06029,Kern County,CA
93536,06029,Kern County,CA
93554,06029,Kern County,CA
93276,06029,Kern County,CA
93268,06029,Kern County,CA
93252,06029,Kern County,CA
93561,06029,Kern County,CA
93306,06029,Kern County,CA
93308,06029,Kern County,CA
93224,06029,Kern County,CA
93387,06029,Kern County,CA
93255,06029,Kern County,CA
93302,06029,Kern County,CA
93287,06029,Kern County,CA
93528,06029,Kern County,CA
93226,06029,Kern County,CA
93220,06029,Kern County,CA
93280,06029,Kern County,CA
93560,06029,Kern County,CA
93518,06029,Kern County,CA
93307,06029,Kern County,CA
93313,06029,Kern County,CA
93389,06029,Kern County,CA
93238,06029,Kern County,CA
93531,06029,Kern County,CA
93386,06029,Kern County,CA
93388,06029,Kern County,CA
93285,06029,Kern County,CA
93581,06029,Kern County,CA
93502,06029,Kern County,CA
93219,06029,Kern County,CA
93461,06029,Kern County,CA
93241,06029,Kern County,CA
93225,06029,Kern County,CA
93283,06029,Kern County,CA
93555,06029,Kern County,CA
93501,06029,Kern County,CA
93527,06029,Kern County,CA
93301,06029,Kern County,CA
93311,06029,Kern County,CA
93380,06029,Kern County,CA
93222,06029,Kern County,CA
93215,06029,Kern County,CA
93243,06029,Kern County,CA
93203,06029,Kern County,CA
93250,06029,Kern County,CA
93505,06029,Kern County,CA
93314,06029,Kern County,CA
93384,06029,Kern County,CA
93556,06029,Kern County,CA
93251,06029,Kern County,CA
93303,06029,Kern County,CA
93240,06029,Kern County,CA
93206,06029,Kern County,CA
93263,06029,Kern County,CA
93523,06029,Kern County,CA
93524,06029,Kern County,CA
93309,06029,Kern County,CA
93385,06029,Kern County,CA
93205,06029,Kern County,CA
93266,06031,Kings County,CA
93656,06031,Kings County,CA
93274,06031,Kings County,CA
93212,06031,Kings County,CA
93245,06031,Kings County,CA
93239,06031,Kings County,CA
93631,06031,Kings County,CA
93242,06031,Kings County,CA
93246,06031,Kings County,CA
93202,06031,Kings County,CA
93230,06031,Kings County,CA
93204,06031,Kings County,CA
93232,06031,Kings County,CA
95467,06033,Lake County,CA
95464,06033,Lake County,CA
95493,06033,Lake County,CA
95423,06033,Lake County,CA
95485,06033,Lake County,CA
95443,06033,Lake County,CA
95453,06033,Lake County,CA
95469,06033,Lake County,CA
95422,06033,Lake County,CA
95458,06033,Lake County,CA
95457,06033,Lake County,CA
95424,06033,Lake County,CA
95451,06033,Lake County,CA
95461,06033,Lake County,CA
95426,06033,Lake County,CA
95435,06033,Lake County,CA
96119,06035,Lassen County,CA
96130,06035,Lassen County,CA
96121,06035,Lassen County,CA
96136,06035,Lassen County,CA
96128,06035,Lassen County,CA
96056,06035,Lassen County,CA
96117,06035,Lassen County,CA
96109,06035,Lassen County,CA
96123,06035,Lassen County,CA
96127,06035,Lassen County,CA
96009,06035,Lassen County,CA
96113,06035,Lassen County,CA
96114,06035,Lassen County,CA
96132,06035,Lassen County,CA
96137,06035,Lassen County,CA
96068,06035,Lassen County,CA
90032,06037,Los Angeles County,CA
90035,06037,Los Angeles County,CA
90056,06037,Los Angeles County,CA
90402,06037,Los Angeles County,CA
90403,06037,Los Angeles County,CA
90405,06037,Los Angeles County,CA
90401,06037,Los Angeles County,CA
90274,06037,Los Angeles County,CA
90018,06037,Los Angeles County,CA
90026,06037,Los Angeles County,CA
90016,06037,Los Angeles County,CA
90021,06037,Los Angeles County,CA
90746,06037,Los Angeles County,CA
90733,06037,Los Angeles County,CA
90254,06037,Los Angeles County,CA
90210,06037,Los Angeles County,CA
90079,06037,Los Angeles County,CA
90212,06037,Los Angeles County,CA
90213,06037,Los Angeles County,CA
90255,06037,Los Angeles County,CA
90815,06037,Los Angeles County,CA
91006,06037,Los Angeles County,CA
91046,06037,Los Angeles County,CA
91108,06037,Los Angeles County,CA
93550,06037,Los Angeles County,CA
93590,06037,Los Angeles County,CA
93552,06037,Los Angeles County,CA
91402,06037,Los Angeles County,CA
91405,06037,Los Angeles County,CA
91344,06037,Los Angeles County,CA
91362,06037,Los Angeles County,CA
91617,06037,Los Angeles County,CA
91302,06037,Los Angeles County,CA
91321,06037,Los Angeles County,CA
91330,06037,Los Angeles County,CA
91748,06037,Los Angeles County,CA
91754,06037,Los Angeles County,CA
91744,06037,Los Angeles County,CA
91715,06037,Los Angeles County,CA
91765,06037,Los Angeles County,CA
91790,06037,Los Angeles County,CA
90603,06037,Los Angeles County,CA
90605,06037,Los Angeles County,CA
90307,06037,Los Angeles County,CA
90209,06037,Los Angeles County,CA
91507,06037,Los Angeles County,CA
91778,06037,Los Angeles County,CA
91009,06037,Los Angeles County,CA
91408,06037,Los Angeles County,CA
91115,06037,Los Angeles County,CA
91793,06037,Los Angeles County,CA
90652,06037,Los Angeles County,CA
90295,06037,Los Angeles County,CA
90508,06037,Los Angeles County,CA
91769,06037,Los Angeles County,CA
91346,06037,Los Angeles County,CA
91365,06037,Los Angeles County,CA
90651,06037,Los Angeles County,CA
90306,06037,Los Angeles County,CA
90661,06037,Los Angeles County,CA
91199,06037,Los Angeles County,CA
90846,06037,Los Angeles County,CA
90671,06037,Los Angeles County,CA
90048,06037,Los Angeles County,CA
90039,06037,Los Angeles County,CA
90047,06037,Los Angeles County,CA
90301,06037,Los Angeles County,CA
90305,06037,Los Angeles County,CA
90293,06037,Los Angeles County,CA
90502,06037,Los Angeles County,CA
90265,06037,Los Angeles County,CA
90025,06037,Los Angeles County,CA
90004,06037,Los Angeles County,CA
90013,06037,Los Angeles County,CA
90027,06037,Los Angeles County,CA
90802,06037,Los Angeles County,CA
90805,06037,Los Angeles County,CA
90801,06037,Los Angeles County,CA
90241,06037,Los Angeles County,CA
90069,06037,Los Angeles County,CA
90220,06037,Los Angeles County,CA
90087,06037,Los Angeles County,CA
91201,06037,Los Angeles County,CA
91001,06037,Los Angeles County,CA
91203,06037,Los Angeles County,CA
91436,06037,Los Angeles County,CA
91364,06037,Los Angeles County,CA
91601,06037,Los Angeles County,CA
91605,06037,Los Angeles County,CA
91340,06037,Los Angeles County,CA
91307,06037,Los Angeles County,CA
91301,06037,Los Angeles County,CA
91313,06037,Los Angeles County,CA
91221,06037,Los Angeles County,CA
91723,06037,Los Angeles County,CA
91741,06037,Los Angeles County,CA
91803,06037,Los Angeles County,CA
91768,06037,Los Angeles County,CA
91792,06037,Los Angeles County,CA
90604,06037,Los Angeles County,CA
90637,06037,Los Angeles County,CA
90660,06037,Los Angeles County,CA
90294,06037,Los Angeles County,CA
90081,06037,Los Angeles County,CA
91210,06037,Los Angeles County,CA
90831,06037,Los Angeles County,CA
91413,06037,Los Angeles County,CA
91603,06037,Los Angeles County,CA
90095,06037,Los Angeles County,CA
91392,06037,Los Angeles County,CA
91114,06037,Los Angeles County,CA
91404,06037,Los Angeles County,CA
91614,06037,Los Angeles County,CA
90223,06037,Los Angeles County,CA
91021,06037,Los Angeles County,CA
90264,06037,Los Angeles County,CA
90507,06037,Los Angeles County,CA
91395,06037,Los Angeles County,CA
90610,06037,Los Angeles County,CA
90899,06037,Los Angeles County,CA
90084,06037,Los Angeles County,CA
91371,06037,Los Angeles County,CA
91771,06037,Los Angeles County,CA
91185,06037,Los Angeles County,CA
90029,06037,Los Angeles County,CA
90038,06037,Los Angeles County,CA
90064,06037,Los Angeles County,CA
90275,06037,Los Angeles County,CA
90291,06037,Los Angeles County,CA
90408,06037,Los Angeles County,CA
90005,06037,Los Angeles County,CA
90006,06037,Los Angeles County,CA
90023,06037,Los Angeles County,CA
90706,06037,Los Angeles County,CA
90711,06037,Los Angeles County,CA
91105,06037,Los Angeles County,CA
91007,06037,Los Angeles County,CA
91202,06037,Los Angeles County,CA
91024,06037,Los Angeles County,CA
93543,06037,Los Angeles County,CA
91355,06037,Los Angeles County,CA
91406,06037,Los Angeles County,CA
91350,06037,Los Angeles County,CA
91352,06037,Los Angeles County,CA
91354,06037,Los Angeles County,CA
91423,06037,Los Angeles County,CA
91615,06037,Los Angeles County,CA
91324,06037,Los Angeles County,CA
91205,06037,Los Angeles County,CA
91306,06037,Los Angeles County,CA
91343,06037,Los Angeles County,CA
91206,06037,Los Angeles County,CA
91755,06037,Los Angeles County,CA
91733,06037,Los Angeles County,CA
91801,06037,Los Angeles County,CA
91767,06037,Los Angeles County,CA
91789,06037,Los Angeles County,CA
91775,06037,Los Angeles County,CA
90602,06037,Los Angeles County,CA
90030,06037,Los Angeles County,CA
90409,06037,Los Angeles County,CA
91353,06037,Los Angeles County,CA
91802,06037,Los Angeles County,CA
91209,06037,Los Angeles County,CA
90609,06037,Los Angeles County,CA
91385,06037,Los Angeles County,CA
91327,06037,Los Angeles County,CA
91734,06037,Los Angeles County,CA
91788,06037,Los Angeles County,CA
90608,06037,Los Angeles County,CA
90702,06037,Los Angeles County,CA
90072,06037,Los Angeles County,CA
91222,06037,Los Angeles County,CA
91012,06037,Los Angeles County,CA
91123,06037,Los Angeles County,CA
91716,06037,Los Angeles County,CA
91521,06037,Los Angeles County,CA
91611,06037,Los Angeles County,CA
90074,06037,Los Angeles County,CA
90044,06037,Los Angeles County,CA
90057,06037,Los Angeles County,CA
90041,06037,Los Angeles County,CA
90045,06037,Los Angeles County,CA
90031,06037,Los Angeles County,CA
90028,06037,Los Angeles County,CA
90266,06037,Los Angeles County,CA
90272,06037,Los Angeles County,CA
90303,06037,Los Angeles County,CA
90304,06037,Los Angeles County,CA
90290,06037,Los Angeles County,CA
90503,06037,Los Angeles County,CA
90002,06037,Los Angeles County,CA
90020,06037,Los Angeles County,CA
90014,06037,Los Angeles County,CA
90803,06037,Los Angeles County,CA
90703,06037,Los Angeles County,CA
90717,06037,Los Angeles County,CA
90251,06037,Los Angeles County,CA
90083,06037,Los Angeles County,CA
91030,06037,Los Angeles County,CA
91010,06037,Los Angeles County,CA
93535,06037,Los Angeles County,CA
93591,06037,Los Angeles County,CA
91502,06037,Los Angeles County,CA
91345,06037,Los Angeles County,CA
91503,06037,Los Angeles County,CA
91510,06037,Los Angeles County,CA
91335,06037,Los Angeles County,CA
91303,06037,Los Angeles County,CA
91311,06037,Los Angeles County,CA
91750,06037,Los Angeles County,CA
91702,06037,Los Angeles County,CA
91745,06037,Los Angeles County,CA
91773,06037,Los Angeles County,CA
91791,06037,Los Angeles County,CA
90601,06037,Los Angeles County,CA
90670,06037,Los Angeles County,CA
90075,06037,Los Angeles County,CA
91025,06037,Los Angeles County,CA
91396,06037,Los Angeles County,CA
91416,06037,Los Angeles County,CA
91608,06037,Los Angeles County,CA
91017,06037,Los Angeles County,CA
90052,06037,Los Angeles County,CA
90073,06037,Los Angeles County,CA
90822,06037,Los Angeles County,CA
90261,06037,Los Angeles County,CA
93063,06037,Los Angeles County,CA
93599,06037,Los Angeles County,CA
91756,06037,Los Angeles County,CA
91126,06037,Los Angeles County,CA
90895,06037,Los Angeles County,CA
90049,06037,Los Angeles County,CA
90034,06037,Los Angeles County,CA
90042,06037,Los Angeles County,CA
90033,06037,Los Angeles County,CA
90036,06037,Los Angeles County,CA
90037,06037,Los Angeles County,CA
90062,06037,Los Angeles County,CA
90292,06037,Los Angeles County,CA
90003,06037,Los Angeles County,CA
90024,06037,Los Angeles County,CA
90015,06037,Los Angeles County,CA
90008,06037,Los Angeles County,CA
90504,06037,Los Angeles County,CA
90712,06037,Los Angeles County,CA
90732,06037,Los Angeles County,CA
90804,06037,Los Angeles County,CA
90701,06037,Los Angeles County,CA
90071,06037,Los Angeles County,CA
90067,06037,Los Angeles County,CA
90068,06037,Los Angeles County,CA
90094,06037,Los Angeles County,CA
90240,06037,Los Angeles County,CA
90221,06037,Los Angeles County,CA
90224,06037,Los Angeles County,CA
90260,06037,Los Angeles County,CA
90089,06037,Los Angeles County,CA
91020,06037,Los Angeles County,CA
91103,06037,Los Angeles County,CA
90814,06037,Los Angeles County,CA
91011,06037,Los Angeles County,CA
91016,06037,Los Angeles County,CA
91104,06037,Los Angeles County,CA
91041,06037,Los Angeles County,CA
93536,06037,Los Angeles County,CA
93551,06037,Los Angeles County,CA
93544,06037,Los Angeles County,CA
91390,06037,Los Angeles County,CA
91401,06037,Los Angeles County,CA
91403,06037,Los Angeles County,CA
91504,06037,Los Angeles County,CA
91376,06037,Los Angeles County,CA
91357,06037,Los Angeles County,CA
91381,06037,Los Angeles County,CA
91602,06037,Los Angeles County,CA
91607,06037,Los Angeles County,CA
91724,06037,Los Angeles County,CA
91722,06037,Los Angeles County,CA
91770,06037,Los Angeles County,CA
90606,06037,Los Angeles County,CA
90086,06037,Los Angeles County,CA
90809,06037,Los Angeles County,CA
91310,06037,Los Angeles County,CA
90623,06037,Los Angeles County,CA
90076,06037,Los Angeles County,CA
90853,06037,Los Angeles County,CA
91225,06037,Los Angeles County,CA
90833,06037,Los Angeles County,CA
91409,06037,Los Angeles County,CA
91066,06037,Los Angeles County,CA
91305,06037,Los Angeles County,CA
90747,06037,Los Angeles County,CA
91382,06037,Los Angeles County,CA
91495,06037,Los Angeles County,CA
91522,06037,Los Angeles County,CA
91383,06037,Los Angeles County,CA
91188,06037,Los Angeles County,CA
91470,06037,Los Angeles County,CA
91125,06037,Los Angeles County,CA
90263,06037,Los Angeles County,CA
91710,06037,Los Angeles County,CA
91804,06037,Los Angeles County,CA
91189,06037,Los Angeles County,CA
91896,06037,Los Angeles County,CA
90704,06037,Los Angeles County,CA
90844,06037,Los Angeles County,CA
90065,06037,Los Angeles County,CA
90055,06037,Los Angeles County,CA
90066,06037,Los Angeles County,CA
90404,06037,Los Angeles County,CA
90277,06037,Los Angeles County,CA
90280,06037,Los Angeles County,CA
90278,06037,Los Angeles County,CA
90501,06037,Los Angeles County,CA
90011,06037,Los Angeles County,CA
90009,06037,Los Angeles County,CA
90731,06037,Los Angeles County,CA
90806,06037,Los Angeles County,CA
90713,06037,Los Angeles County,CA
90755,06037,Los Angeles County,CA
90510,06037,Los Angeles County,CA
90749,06037,Los Angeles County,CA
90249,06037,Los Angeles County,CA
90093,06037,Los Angeles County,CA
90201,06037,Los Angeles County,CA
90262,06037,Los Angeles County,CA
90222,06037,Los Angeles County,CA
90239,06037,Los Angeles County,CA
91101,06037,Los Angeles County,CA
91106,06037,Los Angeles County,CA
90813,06037,Los Angeles County,CA
91040,06037,Los Angeles County,CA
91077,06037,Los Angeles County,CA
91117,06037,Los Angeles County,CA
93539,06037,Los Angeles County,CA
91384,06037,Los Angeles County,CA
91393,06037,Los Angeles County,CA
91361,06037,Los Angeles County,CA
91505,06037,Los Angeles County,CA
91331,06037,Los Angeles County,CA
91316,06037,Los Angeles County,CA
91711,06037,Los Angeles County,CA
91706,06037,Los Angeles County,CA
91740,06037,Los Angeles County,CA
90631,06037,Los Angeles County,CA
90638,06037,Los Angeles County,CA
90650,06037,Los Angeles County,CA
90051,06037,Los Angeles County,CA
91610,06037,Los Angeles County,CA
91224,06037,Los Angeles County,CA
91226,06037,Los Angeles County,CA
90406,06037,Los Angeles County,CA
91102,06037,Los Angeles County,CA
90607,06037,Los Angeles County,CA
90202,06037,Los Angeles County,CA
91386,06037,Los Angeles County,CA
91407,06037,Los Angeles County,CA
90308,06037,Los Angeles County,CA
90070,06037,Los Angeles County,CA
91709,06037,Los Angeles County,CA
91023,06037,Los Angeles County,CA
91329,06037,Los Angeles County,CA
90639,06037,Los Angeles County,CA
91714,06037,Los Angeles County,CA
90090,06037,Los Angeles County,CA
91496,06037,Los Angeles County,CA
91772,06037,Los Angeles County,CA
91182,06037,Los Angeles County,CA
90054,06037,Los Angeles County,CA
90302,06037,Los Angeles County,CA
90309,06037,Los Angeles County,CA
90001,06037,Los Angeles County,CA
90007,06037,Los Angeles County,CA
90012,06037,Los Angeles County,CA
90745,06037,Los Angeles County,CA
90505,06037,Los Angeles County,CA
90723,06037,Los Angeles County,CA
90242,06037,Los Angeles County,CA
90247,06037,Los Angeles County,CA
90211,06037,Los Angeles County,CA
90245,06037,Los Angeles County,CA
90077,06037,Los Angeles County,CA
90810,06037,Los Angeles County,CA
90807,06037,Los Angeles County,CA
91109,06037,Los Angeles County,CA
93534,06037,Los Angeles County,CA
93510,06037,Los Angeles County,CA
91356,06037,Los Angeles County,CA
91367,06037,Los Angeles County,CA
91411,06037,Los Angeles County,CA
91351,06037,Los Angeles County,CA
91380,06037,Los Angeles County,CA
91501,06037,Los Angeles County,CA
91372,06037,Los Angeles County,CA
91604,06037,Los Angeles County,CA
91606,06037,Los Angeles County,CA
91609,06037,Los Angeles County,CA
91325,06037,Los Angeles County,CA
91304,06037,Los Angeles County,CA
91326,06037,Los Angeles County,CA
91214,06037,Los Angeles County,CA
91731,06037,Los Angeles County,CA
90640,06037,Los Angeles County,CA
90060,06037,Los Angeles County,CA
90078,06037,Los Angeles County,CA
91031,06037,Los Angeles County,CA
91118,06037,Los Angeles County,CA
93553,06037,Los Angeles County,CA
90310,06037,Los Angeles County,CA
90748,06037,Los Angeles County,CA
91394,06037,Los Angeles County,CA
90714,06037,Los Angeles County,CA
93584,06037,Los Angeles County,CA
93586,06037,Los Angeles County,CA
91337,06037,Los Angeles County,CA
93560,06037,Los Angeles County,CA
91747,06037,Los Angeles County,CA
90082,06037,Los Angeles County,CA
93563,06037,Los Angeles County,CA
91334,06037,Los Angeles County,CA
90734,06037,Los Angeles County,CA
91899,06037,Los Angeles County,CA
91124,06037,Los Angeles County,CA
91482,06037,Los Angeles County,CA
91129,06037,Los Angeles County,CA
90509,06037,Los Angeles County,CA
90046,06037,Los Angeles County,CA
90040,06037,Los Angeles County,CA
90059,06037,Los Angeles County,CA
90043,06037,Los Angeles County,CA
90058,06037,Los Angeles County,CA
90061,06037,Los Angeles County,CA
90063,06037,Los Angeles County,CA
90267,06037,Los Angeles County,CA
90270,06037,Los Angeles County,CA
90017,06037,Los Angeles County,CA
90022,06037,Los Angeles County,CA
90010,06037,Los Angeles County,CA
90019,06037,Los Angeles County,CA
90744,06037,Los Angeles County,CA
90710,06037,Los Angeles County,CA
90716,06037,Los Angeles County,CA
90715,06037,Los Angeles County,CA
90250,06037,Los Angeles County,CA
90248,06037,Los Angeles County,CA
90230,06037,Los Angeles County,CA
90231,06037,Los Angeles County,CA
90232,06037,Los Angeles County,CA
91042,06037,Los Angeles County,CA
90840,06037,Los Angeles County,CA
90808,06037,Los Angeles County,CA
91107,06037,Los Angeles County,CA
91003,06037,Los Angeles County,CA
91387,06037,Los Angeles County,CA
91506,06037,Los Angeles County,CA
91342,06037,Los Angeles County,CA
91204,06037,Los Angeles County,CA
91208,06037,Los Angeles County,CA
91328,06037,Los Angeles County,CA
91207,06037,Los Angeles County,CA
91308,06037,Los Angeles County,CA
91309,06037,Los Angeles County,CA
91732,06037,Los Angeles County,CA
91746,06037,Los Angeles County,CA
91766,06037,Los Angeles County,CA
91776,06037,Los Angeles County,CA
91780,06037,Los Angeles County,CA
90832,06037,Los Angeles County,CA
93532,06037,Los Angeles County,CA
91499,06037,Los Angeles County,CA
91426,06037,Los Angeles County,CA
91341,06037,Los Angeles County,CA
90053,06037,Los Angeles County,CA
90296,06037,Los Angeles County,CA
90506,06037,Los Angeles County,CA
91043,06037,Los Angeles County,CA
91008,06037,Los Angeles County,CA
91116,06037,Los Angeles County,CA
91412,06037,Los Angeles County,CA
91508,06037,Los Angeles County,CA
90091,06037,Los Angeles County,CA
90630,06037,Los Angeles County,CA
90707,06037,Los Angeles County,CA
90050,06037,Los Angeles County,CA
91333,06037,Los Angeles County,CA
90099,06037,Los Angeles County,CA
91523,06037,Los Angeles County,CA
90662,06037,Los Angeles County,CA
93243,06037,Los Angeles County,CA
91121,06037,Los Angeles County,CA
91184,06037,Los Angeles County,CA
91786,06037,Los Angeles County,CA
91612,06037,Los Angeles County,CA
93644,06039,Madera County,CA
93639,06039,Madera County,CA
93643,06039,Madera County,CA
93630,06039,Madera County,CA
93620,06039,Madera County,CA
93637,06039,Madera County,CA
93636,06039,Madera County,CA
93601,06039,Madera County,CA
93614,06039,Madera County,CA
93653,06039,Madera County,CA
93669,06039,Madera County,CA
93604,06039,Madera County,CA
93610,06039,Madera County,CA
93645,06039,Madera County,CA
93622,06039,Madera County,CA
93638,06039,Madera County,CA
93602,06039,Madera County,CA
93626,06039,Madera County,CA
94903,06041,Marin County,CA
94901,06041,Marin County,CA
94949,06041,Marin County,CA
94913,06041,Marin County,CA
94912,06041,Marin County,CA
94970,06041,Marin County,CA
94933,06041,Marin County,CA
94950,06041,Marin County,CA
94974,06041,Marin County,CA
94941,06041,Marin County,CA
94965,06041,Marin County,CA
94966,06041,Marin County,CA
94963,06041,Marin County,CA
94930,06041,Marin County,CA
94956,06041,Marin County,CA
94952,06041,Marin County,CA
94945,06041,Marin County,CA
94939,06041,Marin County,CA
94973,06041,Marin County,CA
94942,06041,Marin County,CA
94964,06041,Marin County,CA
94940,06041,Marin County,CA
94976,06041,Marin County,CA
94979,06041,Marin County,CA
94925,06041,Marin County,CA
94920,06041,Marin County,CA
94948,06041,Marin County,CA
94938,06041,Marin County,CA
94904,06041,Marin County,CA
94937,06041,Marin County,CA
94924,06041,Marin County,CA
94977,06041,Marin County,CA
94946,06041,Marin County,CA
94915,06041,Marin County,CA
94914,06041,Marin County,CA
94971,06041,Marin County,CA
94929,06041,Marin County,CA
94947,06041,Marin County,CA
94960,06041,Marin County,CA
94978,06041,Marin County,CA
94957,06041,Marin County,CA
93623,06043,Mariposa County,CA
93601,06043,Mariposa County,CA
95345,06043,Mariposa County,CA
95306,06043,Mariposa County,CA
95338,06043,Mariposa County,CA
95321,06043,Mariposa County,CA
95369,06043,Mariposa County,CA
95311,06043,Mariposa County,CA
95389,06043,Mariposa County,CA
95318,06043,Mariposa County,CA
95325,06043,Mariposa County,CA
95329,06043,Mariposa County,CA
93653,06043,Mariposa County,CA
95437,06045,Mendocino County,CA
95488,06045,Mendocino County,CA
95494,06045,Mendocino County,CA
95589,06045,Mendocino County,CA
95466,06045,Mendocino County,CA
95469,06045,Mendocino County,CA
95427,06045,Mendocino County,CA
95415,06045,Mendocino County,CA
95587,06045,Mendocino County,CA
95460,06045,Mendocino County,CA
95417,06045,Mendocino County,CA
95459,06045,Mendocino County,CA
95482,06045,Mendocino County,CA
95585,06045,Mendocino County,CA
95432,06045,Mendocino County,CA
95420,06045,Mendocino County,CA
95463,06045,Mendocino County,CA
95470,06045,Mendocino County,CA
95429,06045,Mendocino County,CA
95456,06045,Mendocino County,CA
95481,06045,Mendocino County,CA
95445,06045,Mendocino County,CA
95490,06045,Mendocino County,CA
95454,06045,Mendocino County,CA
95449,06045,Mendocino County,CA
95468,06045,Mendocino County,CA
95410,06045,Mendocino County,CA
95418,06045,Mendocino County,CA
95428,06045,Mendocino County,CA
95542,06045,Mendocino County,CA
95369,06047,Merced County,CA
95333,06047,Merced County,CA
95360,06047,Merced County,CA
93665,06047,Merced County,CA
95334,06047,Merced County,CA
93661,06047,Merced County,CA
95322,06047,Merced County,CA
95343,06047,Merced County,CA
95344,06047,Merced County,CA
95365,06047,Merced County,CA
95341,06047,Merced County,CA
95315,06047,Merced County,CA
95324,06047,Merced County,CA
95388,06047,Merced County,CA
95303,06047,Merced County,CA
93622,06047,Merced County,CA
95301,06047,Merced County,CA
95374,06047,Merced County,CA
93635,06047,Merced County,CA
95316,06047,Merced County,CA
95317,06047,Merced County,CA
95348,06047,Merced County,CA
95340,06047,Merced County,CA
95380,06047,Merced County,CA
93620,06047,Merced County,CA
93610,06047,Merced County,CA
95312,06047,Merced County,CA
96056,06049,Modoc County,CA
96054,06049,Modoc County,CA
96116,06049,Modoc County,CA
96104,06049,Modoc County,CA
96134,06049,Modoc County,CA
96015,06049,Modoc County,CA
96108,06049,Modoc County,CA
96112,06049,Modoc County,CA
96115,06049,Modoc County,CA
96110,06049,Modoc County,CA
96101,06049,Modoc County,CA
96006,06049,Modoc County,CA
93514,06051,Mono County,CA
96107,06051,Mono County,CA
96133,06051,Mono County,CA
93541,06051,Mono County,CA
93512,06051,Mono County,CA
93517,06051,Mono County,CA
93529,06051,Mono County,CA
93546,06051,Mono County,CA
93901,06053,Monterey County,CA
93912,06053,Monterey County,CA
93905,06053,Monterey County,CA
95012,06053,Monterey County,CA
93942,06053,Monterey County,CA
93954,06053,Monterey County,CA
93923,06053,Monterey County,CA
93926,06053,Monterey County,CA
93925,06053,Monterey County,CA
